"Polyglot","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_PLAYER_COUNT","","Players","Joueurs","Jugadores","Spieler","Giocatori","Jogadores","","Игроки","","","","","Spelare","Spelers","","","プレイヤー","玩家","玩家","플레이어","","Játékosok","","","","שחקנים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_SERVER_FILTER","","Filter","Filtrer","Filtro","Filter","Filtro","Filtro","","Фильтр","","","","","Filter","Filter","","","フィルター","筛选","篩選","필터","","Szűrő","","","","סינון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_CREATE_SERVER","","Create","Créer","Crear","Erstellen","Crea","Criar","","Создать","","","","","Skapa","Aanmaken","","","作成","创建","創建","생성","","Létrehozás","","","","צור","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_INTERNET_SERVER_ORIGIN","","Internet","Internet","Internet","Internet","Internet","Internet","","Интернет","","","","","Internet","Internet","","","インターネット","网络","網路","인터넷","","Internetes","","","","אינטרנט","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_LOCAL_SERVER_ORIGIN","","Local","Local","Local","Lokal","Locale","Local","","Локально","","","","","Lokal","Lokaal","","","ローカル","本地","本地","로컬","","Helyi","","","","מקומי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_SERVER","","Server","Serveur","Servidor","Server","Server","Servidor","","Сервер","","","","","Server","Server","","","サーバー","服务器","伺服器","서버","","Szerver","","","","שרת","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_PASSWORD_PROTECTED","","Password Protected","Protégé par un mot de passe","Protegido con contraseña","Passwortgeschützt","Protetto da password","Protegido por Senha","","Защищено паролем","","","","","Skyddat med lösenord","Beveiligd met wachtwoord","","","パスワード保護","密码保护","代碼保護","비밀번호 보호됨","","Jelszóval védett","","","","מוגן באמצעות סיסמה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_PASSWORD","","Password","Mot de passe","Contraseña","Passwort","Password","Senha","","Пароль","","","","","Lösenord","Wachtwoord","","","パスワード","密码","代碼","비밀번호","","Jelszó","","","","סיסמה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_MAX_NUMBER_OF_PLAYERS","","Max Number of Players","Nombre de joueurs max.","Número máximo de jugadores","Max. Spieleranzahl","Numero Massimo di Giocatori","Número Máximo de Jogadores","","Максимум игроков","","","","","Max antal spelare","Maximum aantal spelers","","","最大プレイヤー数","最大玩家数","最大玩家數","최대 플레이어 수","","Max. játékosok száma","","","","מספק מקסימלי של שחקנים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_ALLOWED_DIFFICULTY","","Allowed Difficulty","Difficulté autorisée","Dificultad permitida","Erlaubter Schwierigkeitsgrad","Difficoltà Consentita","Dificuldade Permitida","","Разрешенные сложности","","","","","Tillåten svårighetsgrad","Toegestane moeilijkheidsgraad","","","許可する難易度","允许难度","允許的難度","허용된 난이도","","Engedélyezett nehézség","","","","רמות קושי מותרות","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_ALLOWED_MUSIC_PACKS","","Allowed Music Packs","Packs de musique autorisés","Paquetes musicales permitidos","Erlaubte Musikpakete","Music Packs Consentiti","Pacotes de Música Permitidos","","Разрешенные музыкальные наборы","","","","","Tillåtna musik packs","Toegestane muziekpakketten","","","許可する音楽パック","允许曲包","允許的曲包","허용된 뮤직 팩","","Engedélyezett zenecsomagok","","","","הרשאת חבילות מוזיקה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_DISCOVERABLE_ON_INTERNET","","Discoverable on Internet","À découvrir sur Internet","Descubierto en internet","Im Internet entdeckbar","Scopribile su Internet","Detectável na Internet","","Доступно в Интернете","","","","","Upptäckbar på Internet","Vindbaar op het Internet","","","インターネットに公開","房间可公开查找","房間可公開查詢","인터넷 발견품","","Mások által felfedezhető","","","","אפשרי למציאה דרך האינטרנט","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_MULTIPLAYER","","Online","En ligne","En línea","Online","Online","Online","","Онлайн","","","","","Online","Online","","","オンライン","联机模式","線上模式","온라인","","Online","","","","מקוון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVATAR_CLOTHES","","Clothes","Vêtements","Atuendos","Kleidung","Abiti","Roupas","","Одежда","","","","","Kläder","Kledij","","","服装","衣服","衣服","의상","","Öltözék","","","","בגדים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALL_LEVEL_PACKS","","All","Tout","Todos","Alle","Tutto","Tudo","","Все","","","","","Alla","Alle","","","すべて","全部","全部","전체","","Összes","","","","הכל","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUILT_IN_LEVEL_PACKS","","Built-in","Intégrés","Integrado","Integriert","Preinstallato","Embutido","","Встроенный","","","","","Inbyggd","Ingebouwd","","","組込み","内置","內建","기본","","Alapjáték","","","","מובנה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEATMAP_DIFFICULTY_ALL","","All","Tout","Todo","Alle","Tutto","Tudo","","Все","","","","","Alla","Alle","","","すべて","全部","全部","전체","","Összes","","","","הכל","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_EDIT_AVATAR","","Avatar","Avatar","Avatar","Avatar","Avatar","Avatar","","Аватар","","","","","Avatar","Avatar","","","アバター","角色造型","角色造型","아바타","","Avatár","","","","דמות","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOBBY_START_GAME","","Start","Commencer","Comenzar","Start","Avvia","Começar","","Старт","","","","","Starta","Start","","","スタート","开始","開始","시작","","Start","","","","התחל","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOBBY_SPECTATOR","","Spectator","Spectateur","Espectador","Zuschauen","Spettatore","Espectador","","Режим зрителя","","","","","Åskådare","Toeschouwer","","","観客","观看者","旁觀者","관전","","Néző","","","","צופה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOBBY_READY","","Ready","Prêt","Listo","Bereit","Pronto","Pronto","","Готово","","","","","Redo","Klaar","","","準備","准备","準備","준비","","Kész","","","","מוכן","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOBBY_SELECT_LEVEL","","Select Level","Choisir un niveau","Seleccionar nivel","Level auswählen","Seleziona livello","Selecionar Nível","","Выбор уровня","","","","","Välja nivå","Selecteer level","","","ステージを選択","选择歌曲","選擇關卡","레벨 선택","","Pálya kiválasztása","","","","בחר שלב","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOBBY_SET_MODIFIERS","","Set Modifiers","Définir des modificateurs","Establecer modificadores","Modifikatoren einstellen","Imposta Modificatori","Definir Modificadores","","Выбор модификаторов","","","","","Ange modifierare","Stel Modifiers in","","","ルール変更を設定","选择修改项","選擇修改器","모디파이어 설정","","Módosítók beállítása","","","","הגדר שינויים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
